--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./deep-text-recognition-benchmark/ocr_data/test/02274488.png	지급                       	0.9931
./deep-text-recognition-benchmark/ocr_data/test/02274489.png	불안하다                     	0.9689
./deep-text-recognition-benchmark/ocr_data/test/02274490.png	장미                       	0.9958
./deep-text-recognition-benchmark/ocr_data/test/02274502.png	토요일                      	0.9771
./deep-text-recognition-benchmark/ocr_data/test/02274505.png	강사                       	0.9994
./deep-text-recognition-benchmark/ocr_data/test/02274506.png	제한되다                     	0.9913
./deep-text-recognition-benchmark/ocr_data/test/02274507.png	위쪽                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02274525.png	식기                       	0.9987
./deep-text-recognition-benchmark/ocr_data/test/02274535.png	칠판                       	0.9964
./deep-text-recognition-benchmark/ocr_data/test/02274561.png	잃다                       	0.9081
./deep-text-recognition-benchmark/ocr_data/test/02274564.png	풀어지다                     	0.9801
./deep-text-recognition-benchmark/ocr_data/test/02274567.png	넘어뜨리다                    	0.5066
./deep-text-recognition-benchmark/ocr_data/test/02274568.png	넘어뜨리다                    	0.9619
./deep-text-recognition-benchmark/ocr_data/test/02274569.png	이력서                      	0.9474
./deep-text-recognition-benchmark/ocr_data/test/02274583.png	몰래                       	0.9905
./deep-text-recognition-benchmark/ocr_data/test/02274591.png	지원                       	0.9943
./deep-text-recognition-benchmark/ocr_data/test/02274594.png	연극                       	0.9978
./deep-text-recognition-benchmark/ocr_data/test/02274620.png	엉터리                      	0.9723
./deep-text-recognition-benchmark/ocr_data/test/02274626.png	답장                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02274630.png	지출                       	0.9915
./deep-text-recognition-benchmark/ocr_data/test/02274631.png	식빵                       	0.9732
./deep-text-recognition-benchmark/ocr_data/test/02274636.png	깨소금                      	0.9825
./deep-text-recognition-benchmark/ocr_data/test/02274638.png	엊그제                      	0.9296
./deep-text-recognition-benchmark/ocr_data/test/02274639.png	한복                       	0.9490
./deep-text-recognition-benchmark/ocr_data/test/02274651.png	명함                       	0.9774
./deep-text-recognition-benchmark/ocr_data/test/02274656.png	방향                       	0.8761
./deep-text-recognition-benchmark/ocr_data/test/02274661.png	두러워하다                    	0.3768
./deep-text-recognition-benchmark/ocr_data/test/02274671.png	걸다                       	0.9858
./deep-text-recognition-benchmark/ocr_data/test/02274682.png	뚫다                       	0.9675
./deep-text-recognition-benchmark/ocr_data/test/02274687.png	가수                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02274722.png	서랍                       	0.9765
./deep-text-recognition-benchmark/ocr_data/test/02274726.png	흰색                       	0.9547
./deep-text-recognition-benchmark/ocr_data/test/02274729.png	기성세대                     	0.9173
./deep-text-recognition-benchmark/ocr_data/test/02274734.png	잔디                       	0.9978
./deep-text-recognition-benchmark/ocr_data/test/02274736.png	연인                       	0.9966
./deep-text-recognition-benchmark/ocr_data/test/02274762.png	시도하다                     	0.9925
./deep-text-recognition-benchmark/ocr_data/test/02274767.png	화학                       	0.9796
./deep-text-recognition-benchmark/ocr_data/test/02274775.png	튀김                       	0.9897
./deep-text-recognition-benchmark/ocr_data/test/02274785.png	농촌                       	0.9691
./deep-text-recognition-benchmark/ocr_data/test/02274786.png	횟수                       	0.8671
./deep-text-recognition-benchmark/ocr_data/test/02274789.png	광고                       	0.9832
./deep-text-recognition-benchmark/ocr_data/test/02274792.png	액세서리                     	0.7467
./deep-text-recognition-benchmark/ocr_data/test/02274800.png	그만하다                     	0.9771
./deep-text-recognition-benchmark/ocr_data/test/02274806.png	낚싯대                      	0.9287
./deep-text-recognition-benchmark/ocr_data/test/02274810.png	섬                        	0.8666
./deep-text-recognition-benchmark/ocr_data/test/02274830.png	동                        	0.9989
./deep-text-recognition-benchmark/ocr_data/test/02274832.png	걱정스럽다                    	0.9322
./deep-text-recognition-benchmark/ocr_data/test/02274834.png	복숭아                      	0.9752
./deep-text-recognition-benchmark/ocr_data/test/02274848.png	홀로                       	0.9866
./deep-text-recognition-benchmark/ocr_data/test/02274851.png	조심하다                     	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02274880.png	묘사하다                     	0.9900
./deep-text-recognition-benchmark/ocr_data/test/02274901.png	쾌감                       	0.9803
./deep-text-recognition-benchmark/ocr_data/test/02274905.png	사용자                      	0.9906
./deep-text-recognition-benchmark/ocr_data/test/02274915.png	거부하다                     	0.9561
./deep-text-recognition-benchmark/ocr_data/test/02274916.png	코너                       	0.9937
./deep-text-recognition-benchmark/ocr_data/test/02274926.png	영화                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02274932.png	그것                       	0.9607
./deep-text-recognition-benchmark/ocr_data/test/02274939.png	평소                       	0.9783
./deep-text-recognition-benchmark/ocr_data/test/02274948.png	횡단보도                     	0.6238
./deep-text-recognition-benchmark/ocr_data/test/02274950.png	답변                       	0.9962
./deep-text-recognition-benchmark/ocr_data/test/02274958.png	객관적                      	0.9459
./deep-text-recognition-benchmark/ocr_data/test/02274969.png	살아나다                     	0.9849
./deep-text-recognition-benchmark/ocr_data/test/02274971.png	이끌다                      	0.9877
./deep-text-recognition-benchmark/ocr_data/test/02274987.png	화요일                      	0.9859
./deep-text-recognition-benchmark/ocr_data/test/02274990.png	늘어지다                     	0.2947
./deep-text-recognition-benchmark/ocr_data/test/02275000.png	참다                       	0.9943
./deep-text-recognition-benchmark/ocr_data/test/02275010.png	이때                       	0.9971
./deep-text-recognition-benchmark/ocr_data/test/02275011.png	물건                       	0.9939
./deep-text-recognition-benchmark/ocr_data/test/02275027.png	늘어지다                     	0.9917
./deep-text-recognition-benchmark/ocr_data/test/02275030.png	스스로                      	0.8358
./deep-text-recognition-benchmark/ocr_data/test/02275034.png	외침                       	0.9893
./deep-text-recognition-benchmark/ocr_data/test/02275047.png	빗물                       	0.9913
./deep-text-recognition-benchmark/ocr_data/test/02275053.png	끝내다                      	0.9590
./deep-text-recognition-benchmark/ocr_data/test/02275054.png	학생증                      	0.9858
./deep-text-recognition-benchmark/ocr_data/test/02275067.png	디스크                      	0.9700
./deep-text-recognition-benchmark/ocr_data/test/02275080.png	번째                       	0.9948
./deep-text-recognition-benchmark/ocr_data/test/02275081.png	올                        	0.9205
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./deep-text-recognition-benchmark/ocr_data/test/02275094.png	찬성하다                     	0.8694
./deep-text-recognition-benchmark/ocr_data/test/02275107.png	방해                       	0.9492
./deep-text-recognition-benchmark/ocr_data/test/02275111.png	복사                       	0.9886
./deep-text-recognition-benchmark/ocr_data/test/02275113.png	승용차                      	0.9282
./deep-text-recognition-benchmark/ocr_data/test/02275121.png	엘리베이터                    	0.4500
./deep-text-recognition-benchmark/ocr_data/test/02275123.png	영향력                      	0.9767
./deep-text-recognition-benchmark/ocr_data/test/02275124.png	쭉                        	0.9957
./deep-text-recognition-benchmark/ocr_data/test/02275133.png	이르다                      	0.9977
./deep-text-recognition-benchmark/ocr_data/test/02275144.png	얼마                       	0.9956
./deep-text-recognition-benchmark/ocr_data/test/02275155.png	금하다                      	0.9892
./deep-text-recognition-benchmark/ocr_data/test/02275157.png	책임                       	0.9831
./deep-text-recognition-benchmark/ocr_data/test/02275167.png	눈가                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02275168.png	그렇지                      	0.9761
./deep-text-recognition-benchmark/ocr_data/test/02275169.png	소용                       	0.9987
./deep-text-recognition-benchmark/ocr_data/test/02275174.png	대기업                      	0.9674
./deep-text-recognition-benchmark/ocr_data/test/02275176.png	대여섯                      	0.8619
./deep-text-recognition-benchmark/ocr_data/test/02275180.png	삼                        	0.9961
./deep-text-recognition-benchmark/ocr_data/test/02275182.png	아흔                       	0.9964
./deep-text-recognition-benchmark/ocr_data/test/02275189.png	둥지                       	0.9513
./deep-text-recognition-benchmark/ocr_data/test/02275190.png	자판기                      	0.9064
./deep-text-recognition-benchmark/ocr_data/test/02275197.png	꿈속                       	0.9641
./deep-text-recognition-benchmark/ocr_data/test/02275202.png	한문                       	0.9989
./deep-text-recognition-benchmark/ocr_data/test/02275208.png	교대                       	0.9989
./deep-text-recognition-benchmark/ocr_data/test/02275212.png	관광버스                     	0.7851
./deep-text-recognition-benchmark/ocr_data/test/02275213.png	층                        	0.9707
./deep-text-recognition-benchmark/ocr_data/test/02275214.png	차별                       	0.9908
./deep-text-recognition-benchmark/ocr_data/test/02275220.png	적                        	0.9991
./deep-text-recognition-benchmark/ocr_data/test/02275224.png	습기                       	0.9962
./deep-text-recognition-benchmark/ocr_data/test/02275231.png	예상                       	0.9987
./deep-text-recognition-benchmark/ocr_data/test/02275235.png	여기다                      	0.9883
./deep-text-recognition-benchmark/ocr_data/test/02275236.png	지금껏                      	0.7066
./deep-text-recognition-benchmark/ocr_data/test/02275240.png	선거                       	0.9985
./deep-text-recognition-benchmark/ocr_data/test/02275244.png	쓸데없다                     	0.9397
./deep-text-recognition-benchmark/ocr_data/test/02275245.png	초록색                      	0.9724
./deep-text-recognition-benchmark/ocr_data/test/02275249.png	물론                       	0.9906
./deep-text-recognition-benchmark/ocr_data/test/02275250.png	재활용                      	0.9600
./deep-text-recognition-benchmark/ocr_data/test/02275252.png	마음껏                      	0.9616
./deep-text-recognition-benchmark/ocr_data/test/02275257.png	정확하다                     	0.9950
./deep-text-recognition-benchmark/ocr_data/test/02275261.png	내밀다                      	0.9822
./deep-text-recognition-benchmark/ocr_data/test/02275266.png	오이                       	0.9792
./deep-text-recognition-benchmark/ocr_data/test/02275269.png	버튼                       	0.9907
./deep-text-recognition-benchmark/ocr_data/test/02275271.png	천재                       	0.9614
./deep-text-recognition-benchmark/ocr_data/test/02275282.png	지도                       	0.8884
./deep-text-recognition-benchmark/ocr_data/test/02275283.png	설명                       	0.9930
./deep-text-recognition-benchmark/ocr_data/test/02275287.png	야간                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02275291.png	밑바닥                      	0.9521
./deep-text-recognition-benchmark/ocr_data/test/02275292.png	아무래도                     	0.8292
./deep-text-recognition-benchmark/ocr_data/test/02275314.png	회복하다                     	0.9658
./deep-text-recognition-benchmark/ocr_data/test/02275315.png	소식                       	0.9965
./deep-text-recognition-benchmark/ocr_data/test/02275325.png	냉면                       	0.9208
./deep-text-recognition-benchmark/ocr_data/test/02275327.png	면적                       	0.9943
./deep-text-recognition-benchmark/ocr_data/test/02275331.png	떡국                       	0.8822
./deep-text-recognition-benchmark/ocr_data/test/02275332.png	놓아두다                     	0.9458
./deep-text-recognition-benchmark/ocr_data/test/02275343.png	머릿속                      	0.9773
./deep-text-recognition-benchmark/ocr_data/test/02275351.png	염려하다                     	0.9475
./deep-text-recognition-benchmark/ocr_data/test/02275357.png	형식적                      	0.9739
./deep-text-recognition-benchmark/ocr_data/test/02275365.png	끄다                       	0.9819
./deep-text-recognition-benchmark/ocr_data/test/02275373.png	뛰어나오다                    	0.9714
./deep-text-recognition-benchmark/ocr_data/test/02275382.png	조금                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02275385.png	첫째                       	0.9885
./deep-text-recognition-benchmark/ocr_data/test/02275390.png	잠                        	0.6852
./deep-text-recognition-benchmark/ocr_data/test/02275409.png	물질                       	0.9925
./deep-text-recognition-benchmark/ocr_data/test/02275412.png	이루어지다                    	0.6821
./deep-text-recognition-benchmark/ocr_data/test/02275417.png	풍습                       	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02275426.png	가로막다                     	0.7976
./deep-text-recognition-benchmark/ocr_data/test/02275431.png	위로                       	0.9916
./deep-text-recognition-benchmark/ocr_data/test/02275433.png	배다                       	0.9957
./deep-text-recognition-benchmark/ocr_data/test/02275446.png	구르다                      	0.9903
./deep-text-recognition-benchmark/ocr_data/test/02275455.png	호박                       	0.9840
./deep-text-recognition-benchmark/ocr_data/test/02275461.png	세다                       	0.9991
./deep-text-recognition-benchmark/ocr_data/test/02275473.png	기록                       	0.5581
./deep-text-recognition-benchmark/ocr_data/test/02275476.png	자연                       	0.9866
./deep-text-recognition-benchmark/ocr_data/test/02275482.png	대체                       	0.9530
./deep-text-recognition-benchmark/ocr_data/test/02275487.png	효과                       	0.9971
./deep-text-recognition-benchmark/ocr_data/test/02275489.png	생활비                      	0.9784
./deep-text-recognition-benchmark/ocr_data/test/02275506.png	샌드위치                     	0.8443
./deep-text-recognition-benchmark/ocr_data/test/02275507.png	형성하다                     	0.9855
./deep-text-recognition-benchmark/ocr_data/test/02275516.png	솔직하다                     	0.9841
./deep-text-recognition-benchmark/ocr_data/test/02275517.png	소녀                       	0.9979
./deep-text-recognition-benchmark/ocr_data/test/02275528.png	시디롬                      	0.9429
./deep-text-recognition-benchmark/ocr_data/test/02275545.png	체중                       	0.9926
./deep-text-recognition-benchmark/ocr_data/test/02275548.png	대학생                      	0.9955
./deep-text-recognition-benchmark/ocr_data/test/02275555.png	정원                       	0.9981
./deep-text-recognition-benchmark/ocr_data/test/02275571.png	향수                       	0.9951
./deep-text-recognition-benchmark/ocr_data/test/02275575.png	불안하다                     	0.9819
./deep-text-recognition-benchmark/ocr_data/test/02275578.png	환율                       	0.9868
./deep-text-recognition-benchmark/ocr_data/test/02275579.png	참조                       	0.9901
./deep-text-recognition-benchmark/ocr_data/test/02275614.png	일치하다                     	0.9845
./deep-text-recognition-benchmark/ocr_data/test/02275618.png	왠지                       	0.9413
./deep-text-recognition-benchmark/ocr_data/test/02275625.png	대학                       	0.8505
./deep-text-recognition-benchmark/ocr_data/test/02275633.png	빼앗기다                     	0.9824
./deep-text-recognition-benchmark/ocr_data/test/02275637.png	않다                       	0.4457
./deep-text-recognition-benchmark/ocr_data/test/02275642.png	부처                       	0.9929
./deep-text-recognition-benchmark/ocr_data/test/02275647.png	옷                        	0.9835
./deep-text-recognition-benchmark/ocr_data/test/02275649.png	타다                       	0.9843
./deep-text-recognition-benchmark/ocr_data/test/02275651.png	맛                        	0.9916
./deep-text-recognition-benchmark/ocr_data/test/02275654.png	확신하다                     	0.9771
./deep-text-recognition-benchmark/ocr_data/test/02275655.png	한숨                       	0.9882
./deep-text-recognition-benchmark/ocr_data/test/02275666.png	호남                       	0.9431
./deep-text-recognition-benchmark/ocr_data/test/02275676.png	희망하다                     	0.9525
./deep-text-recognition-benchmark/ocr_data/test/02275677.png	음반                       	0.9959
./deep-text-recognition-benchmark/ocr_data/test/02275685.png	가수                       	0.9994
./deep-text-recognition-benchmark/ocr_data/test/02275722.png	판단                       	0.9969
./deep-text-recognition-benchmark/ocr_data/test/02275725.png	기대다                      	0.9969
./deep-text-recognition-benchmark/ocr_data/test/02275729.png	달빛                       	0.9391
./deep-text-recognition-benchmark/ocr_data/test/02275734.png	광장                       	0.9854
./deep-text-recognition-benchmark/ocr_data/test/02275739.png	토끼                       	0.9676
./deep-text-recognition-benchmark/ocr_data/test/02275747.png	사모님                      	0.9801
./deep-text-recognition-benchmark/ocr_data/test/02275779.png	일행                       	0.9735
./deep-text-recognition-benchmark/ocr_data/test/02275781.png	아프다                      	0.9770
./deep-text-recognition-benchmark/ocr_data/test/02275801.png	강렬하다                     	0.9534
./deep-text-recognition-benchmark/ocr_data/test/02275802.png	해내다                      	0.9723
./deep-text-recognition-benchmark/ocr_data/test/02275803.png	닦다                       	0.9875
./deep-text-recognition-benchmark/ocr_data/test/02275812.png	글쎄요                      	0.9553
./deep-text-recognition-benchmark/ocr_data/test/02275823.png	실험                       	0.9912
./deep-text-recognition-benchmark/ocr_data/test/02275825.png	변하다                      	0.9734
./deep-text-recognition-benchmark/ocr_data/test/02275832.png	생산되다                     	0.9951
./deep-text-recognition-benchmark/ocr_data/test/02275838.png	그런대로                     	0.6208
./deep-text-recognition-benchmark/ocr_data/test/02275841.png	완성되다                     	0.9886
./deep-text-recognition-benchmark/ocr_data/test/02275843.png	생기다                      	0.9967
./deep-text-recognition-benchmark/ocr_data/test/02275845.png	보이다                      	0.9923
./deep-text-recognition-benchmark/ocr_data/test/02275851.png	설명                       	0.9931
./deep-text-recognition-benchmark/ocr_data/test/02275852.png	제주도                      	0.8533
./deep-text-recognition-benchmark/ocr_data/test/02275855.png	모자라다                     	0.9322
./deep-text-recognition-benchmark/ocr_data/test/02275862.png	연세                       	0.9985
./deep-text-recognition-benchmark/ocr_data/test/02275874.png	농장                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02275879.png	간접                       	0.9954
./deep-text-recognition-benchmark/ocr_data/test/02275899.png	여보세요                     	0.9460
./deep-text-recognition-benchmark/ocr_data/test/02275903.png	찾다                       	0.9927
./deep-text-recognition-benchmark/ocr_data/test/02275904.png	좋아                       	0.9576
./deep-text-recognition-benchmark/ocr_data/test/02275907.png	불이익                      	0.9900
./deep-text-recognition-benchmark/ocr_data/test/02275914.png	테러                       	0.9799
./deep-text-recognition-benchmark/ocr_data/test/02275931.png	달라지다                     	0.9840
./deep-text-recognition-benchmark/ocr_data/test/02275949.png	운동장                      	0.9895
./deep-text-recognition-benchmark/ocr_data/test/02275951.png	학위                       	0.9972
./deep-text-recognition-benchmark/ocr_data/test/02275957.png	못피다                      	0.4403
./deep-text-recognition-benchmark/ocr_data/test/02275961.png	뵙다                       	0.9854
./deep-text-recognition-benchmark/ocr_data/test/02275972.png	미끄러지다                    	0.9272
./deep-text-recognition-benchmark/ocr_data/test/02275974.png	백두산                      	0.9716
./deep-text-recognition-benchmark/ocr_data/test/02275975.png	거의                       	0.9976
./deep-text-recognition-benchmark/ocr_data/test/02276000.png	완전하다                     	0.9829
./deep-text-recognition-benchmark/ocr_data/test/02276020.png	밝히다                      	0.9892
./deep-text-recognition-benchmark/ocr_data/test/02276027.png	구속되다                     	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02276028.png	곳                        	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02276031.png	손뼉                       	0.9874
./deep-text-recognition-benchmark/ocr_data/test/02276035.png	녹음하다                     	0.9756
./deep-text-recognition-benchmark/ocr_data/test/02276041.png	개선하다                     	0.9842
./deep-text-recognition-benchmark/ocr_data/test/02276064.png	소재                       	0.9743
./deep-text-recognition-benchmark/ocr_data/test/02276071.png	농사                       	0.9969
./deep-text-recognition-benchmark/ocr_data/test/02276073.png	추억                       	0.9830
./deep-text-recognition-benchmark/ocr_data/test/02276082.png	비판                       	0.9813
./deep-text-recognition-benchmark/ocr_data/test/02276096.png	슈퍼마켓                     	0.7110
./deep-text-recognition-benchmark/ocr_data/test/02276102.png	아빠                       	0.9518
./deep-text-recognition-benchmark/ocr_data/test/02276116.png	쫓겨나다                     	0.9035
./deep-text-recognition-benchmark/ocr_data/test/02276120.png	동의하다                     	0.9885
./deep-text-recognition-benchmark/ocr_data/test/02276124.png	흘러내리다                    	0.9130
./deep-text-recognition-benchmark/ocr_data/test/02276130.png	의자                       	0.9978
./deep-text-recognition-benchmark/ocr_data/test/02276140.png	인분                       	0.9942
./deep-text-recognition-benchmark/ocr_data/test/02276147.png	알맞다                      	0.9800
./deep-text-recognition-benchmark/ocr_data/test/02276149.png	마시다                      	0.9887
./deep-text-recognition-benchmark/ocr_data/test/02276160.png	택시                       	0.9472
./deep-text-recognition-benchmark/ocr_data/test/02276162.png	번지                       	0.9980
./deep-text-recognition-benchmark/ocr_data/test/02276166.png	방식                       	0.9965
./deep-text-recognition-benchmark/ocr_data/test/02276169.png	하하                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02276175.png	빗줄기                      	0.9715
./deep-text-recognition-benchmark/ocr_data/test/02276198.png	시도하다                     	0.9881
./deep-text-recognition-benchmark/ocr_data/test/02276203.png	엘리베이터                    	0.2784
./deep-text-recognition-benchmark/ocr_data/test/02276208.png	과목                       	0.9820
./deep-text-recognition-benchmark/ocr_data/test/02276211.png	넘어뜨리다                    	0.9130
./deep-text-recognition-benchmark/ocr_data/test/02276215.png	마음가짐                     	0.5682
./deep-text-recognition-benchmark/ocr_data/test/02276216.png	임무                       	0.9575
./deep-text-recognition-benchmark/ocr_data/test/02276234.png	채소                       	0.9788
./deep-text-recognition-benchmark/ocr_data/test/02276242.png	일단                       	0.9930
./deep-text-recognition-benchmark/ocr_data/test/02276248.png	돈                        	0.9932
./deep-text-recognition-benchmark/ocr_data/test/02276249.png	번거롭다                     	0.9605
./deep-text-recognition-benchmark/ocr_data/test/02276258.png	여군                       	0.9939
./deep-text-recognition-benchmark/ocr_data/test/02276260.png	작아지다                     	0.9381
./deep-text-recognition-benchmark/ocr_data/test/02276269.png	신체적                      	0.9329
./deep-text-recognition-benchmark/ocr_data/test/02276277.png	끝                        	0.9982
./deep-text-recognition-benchmark/ocr_data/test/02276278.png	뺏다                       	0.8720
./deep-text-recognition-benchmark/ocr_data/test/02276286.png	신호                       	0.9973
./deep-text-recognition-benchmark/ocr_data/test/02276288.png	로터리                      	0.9888
./deep-text-recognition-benchmark/ocr_data/test/02276292.png	넷째                       	0.9047
./deep-text-recognition-benchmark/ocr_data/test/02276297.png	근원                       	0.9972
./deep-text-recognition-benchmark/ocr_data/test/02276301.png	불과                       	0.9975
./deep-text-recognition-benchmark/ocr_data/test/02276307.png	아마                       	0.9964
./deep-text-recognition-benchmark/ocr_data/test/02276311.png	학자                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02276318.png	학번                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02276322.png	저마다                      	0.9890
./deep-text-recognition-benchmark/ocr_data/test/02276328.png	제한                       	0.9903
./deep-text-recognition-benchmark/ocr_data/test/02276342.png	쉰                        	0.9958
./deep-text-recognition-benchmark/ocr_data/test/02276344.png	토요일                      	0.9605
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./deep-text-recognition-benchmark/ocr_data/test/02276347.png	구멍                       	0.9145
./deep-text-recognition-benchmark/ocr_data/test/02276356.png	능력                       	0.9615
./deep-text-recognition-benchmark/ocr_data/test/02276364.png	남동생                      	0.9867
./deep-text-recognition-benchmark/ocr_data/test/02276375.png	연속                       	0.9964
./deep-text-recognition-benchmark/ocr_data/test/02276380.png	사이좋다                     	0.9693
./deep-text-recognition-benchmark/ocr_data/test/02276382.png	조사                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02276383.png	개선되다                     	0.8983
./deep-text-recognition-benchmark/ocr_data/test/02276384.png	신청하다                     	0.9957
./deep-text-recognition-benchmark/ocr_data/test/02276386.png	정반대                      	0.9948
./deep-text-recognition-benchmark/ocr_data/test/02276390.png	확보                       	0.9945
./deep-text-recognition-benchmark/ocr_data/test/02276395.png	열중하다                     	0.9652
./deep-text-recognition-benchmark/ocr_data/test/02276403.png	동안                       	0.9928
./deep-text-recognition-benchmark/ocr_data/test/02276404.png	감소                       	0.9984
./deep-text-recognition-benchmark/ocr_data/test/02276415.png	나름                       	0.9550
./deep-text-recognition-benchmark/ocr_data/test/02276421.png	재활용                      	0.9928
./deep-text-recognition-benchmark/ocr_data/test/02276426.png	생산자                      	0.9965
./deep-text-recognition-benchmark/ocr_data/test/02276429.png	종합                       	0.9937
./deep-text-recognition-benchmark/ocr_data/test/02276432.png	없어지다                     	0.9678
./deep-text-recognition-benchmark/ocr_data/test/02276440.png	되돌리다                     	0.9732
./deep-text-recognition-benchmark/ocr_data/test/02276444.png	편의점                      	0.9915
./deep-text-recognition-benchmark/ocr_data/test/02276445.png	야간                       	0.9966
./deep-text-recognition-benchmark/ocr_data/test/02276446.png	수동적                      	0.9742
./deep-text-recognition-benchmark/ocr_data/test/02276469.png	하긴                       	0.3973
./deep-text-recognition-benchmark/ocr_data/test/02276480.png	다가서다                     	0.9925
./deep-text-recognition-benchmark/ocr_data/test/02276484.png	매달다                      	0.9886
./deep-text-recognition-benchmark/ocr_data/test/02276491.png	의지하다                     	0.9922
./deep-text-recognition-benchmark/ocr_data/test/02276493.png	잘살다                      	0.9873
./deep-text-recognition-benchmark/ocr_data/test/02276497.png	일월                       	0.9747
./deep-text-recognition-benchmark/ocr_data/test/02276501.png	찾아오다                     	0.9907
./deep-text-recognition-benchmark/ocr_data/test/02276503.png	기업                       	0.9024
./deep-text-recognition-benchmark/ocr_data/test/02276504.png	표현하다                     	0.9826
./deep-text-recognition-benchmark/ocr_data/test/02276514.png	의사                       	0.9966
./deep-text-recognition-benchmark/ocr_data/test/02276517.png	물결                       	0.9957
./deep-text-recognition-benchmark/ocr_data/test/02276525.png	감상                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02276528.png	예약                       	0.9974
./deep-text-recognition-benchmark/ocr_data/test/02276532.png	시설                       	0.9961
./deep-text-recognition-benchmark/ocr_data/test/02276544.png	편견                       	0.9813
./deep-text-recognition-benchmark/ocr_data/test/02276563.png	감상                       	0.9979
./deep-text-recognition-benchmark/ocr_data/test/02276573.png	대상자                      	0.9935
./deep-text-recognition-benchmark/ocr_data/test/02276587.png	주한                       	0.9673
./deep-text-recognition-benchmark/ocr_data/test/02276590.png	솜                        	0.9940
./deep-text-recognition-benchmark/ocr_data/test/02276591.png	마누라                      	0.9406
./deep-text-recognition-benchmark/ocr_data/test/02276598.png	법칙                       	0.9833
./deep-text-recognition-benchmark/ocr_data/test/02276605.png	바구니                      	0.9592
./deep-text-recognition-benchmark/ocr_data/test/02276614.png	동안                       	0.9721
./deep-text-recognition-benchmark/ocr_data/test/02276616.png	맞다                       	0.9632
./deep-text-recognition-benchmark/ocr_data/test/02276627.png	자연스럽다                    	0.9375
./deep-text-recognition-benchmark/ocr_data/test/02276639.png	정치인                      	0.9974
./deep-text-recognition-benchmark/ocr_data/test/02276655.png	싸다                       	0.9946
./deep-text-recognition-benchmark/ocr_data/test/02276662.png	손잡다                      	0.9880
./deep-text-recognition-benchmark/ocr_data/test/02276663.png	햇살                       	0.9370
./deep-text-recognition-benchmark/ocr_data/test/02276664.png	불확실하다                    	0.4948
./deep-text-recognition-benchmark/ocr_data/test/02276670.png	불가능하다                    	0.6892
./deep-text-recognition-benchmark/ocr_data/test/02276676.png	말투                       	0.9875
./deep-text-recognition-benchmark/ocr_data/test/02276681.png	터뜨리다                     	0.9277
./deep-text-recognition-benchmark/ocr_data/test/02276684.png	코미디                      	0.9879
./deep-text-recognition-benchmark/ocr_data/test/02276689.png	뒤                        	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02276693.png	언제                       	0.9982
./deep-text-recognition-benchmark/ocr_data/test/02276695.png	비상                       	0.9984
./deep-text-recognition-benchmark/ocr_data/test/02276698.png	민간                       	0.9982
./deep-text-recognition-benchmark/ocr_data/test/02276718.png	소주                       	0.9890
./deep-text-recognition-benchmark/ocr_data/test/02276727.png	괴로워하다                    	0.8701
./deep-text-recognition-benchmark/ocr_data/test/02276729.png	닥치다                      	0.7646
./deep-text-recognition-benchmark/ocr_data/test/02276731.png	생선                       	0.9754
./deep-text-recognition-benchmark/ocr_data/test/02276732.png	외국어                      	0.9895
./deep-text-recognition-benchmark/ocr_data/test/02276737.png	싸움                       	0.9504
./deep-text-recognition-benchmark/ocr_data/test/02276739.png	미니                       	0.9936
./deep-text-recognition-benchmark/ocr_data/test/02276740.png	퍼지다                      	0.9750
./deep-text-recognition-benchmark/ocr_data/test/02276742.png	밥솥                       	0.9803
./deep-text-recognition-benchmark/ocr_data/test/02276745.png	완성하다                     	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02276750.png	농촌                       	0.9869
./deep-text-recognition-benchmark/ocr_data/test/02276755.png	용어                       	0.9920
./deep-text-recognition-benchmark/ocr_data/test/02276760.png	원장                       	0.9983
./deep-text-recognition-benchmark/ocr_data/test/02276764.png	보내다                      	0.9973
./deep-text-recognition-benchmark/ocr_data/test/02276772.png	경찰                       	0.9866
./deep-text-recognition-benchmark/ocr_data/test/02276780.png	반응                       	0.9850
./deep-text-recognition-benchmark/ocr_data/test/02276784.png	썩                        	0.9941
